Symbol,CompanyName,ISIN, Sector
SRGHFL,SRG Housing Finance Limited,INE559N01010,EQ
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,INE917H01012,EQ
SRM,SRM Contractors Limited,INE0R6Z01013,EQ
SRPL,Shree Ram Proteins Limited,INE008Z01020,BZ
SSDL,Saraswati Saree Depot Limited,INE0PQ101010,EQ
SSWL,Steel Strips Wheels Limited,INE802C01033,EQ
STALLION,Stallion India Fluorochemicals Limited,INE0RYC01010,BE
STANLEY,Stanley Lifestyles Limited,INE01A001028,EQ
STAR,Strides Pharma Science Limited,INE939A01011,EQ
STARCEMENT,Star Cement Limited,INE460H01021,EQ
STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011,EQ
STARPAPER,Star Paper Mills Limited,INE733A01018,EQ
STARTECK,Starteck Finance Limited,INE992I01013,EQ
STCINDIA,The State Trading Corporation of India Limited,INE655A01013,BE
STEELCAS,Steelcast Limited,INE124E01020,EQ
STEELCITY,Steel City Securities Limited,INE395H01011,EQ
STEELXIND,STEEL EXCHANGE INDIA LIMITED,INE503B01021,EQ
STEL,Stel Holdings Limited,INE577L01016,EQ
STERTOOLS,Sterling Tools Limited,INE334A01023,EQ
STLTECH,Sterlite Technologies Limited,INE089C01029,EQ
STOVEKRAFT,Stove Kraft Limited,INE00IN01015,EQ
STYLAMIND,Stylam Industries Limited,INE239C01020,EQ
STYLEBAAZA,Baazar Style Retail Limited,INE01FR01028,EQ
STYRENIX,Styrenix Performance Materials Limited,INE189B01011,EQ
SUBEXLTD,Subex Limited,INE754A01055,BE
SUBROS,Subros Limited,INE287B01021,EQ
SUDARSCHEM,Sudarshan Chemical Industries Limited,INE659A01023,EQ
SUKHJITS,Sukhjit Starch & Chemicals Limited,INE450E01029,EQ
SULA,Sula Vineyards Limited,INE142Q01026,EQ
SUMEETINDS,Sumeet Industries Limited,INE235C01028,BE
SUMICHEM,Sumitomo Chemical India Limited,INE258G01013,EQ
SUMIT,Sumit Woods Limited,INE748Z01013,EQ
SUMMITSEC,Summit Securities Limited,INE519C01017,EQ
SUNCLAY,Sundaram Clayton Limited,INE0Q3R01026,EQ
SUNDARAM,Sundaram Multi Pap Limited,INE108E01023,EQ
SUNDARMFIN,Sundaram Finance Limited,INE660A01013,EQ
SUNDARMHLD,Sundaram Finance Holdings Limited,INE202Z01029,EQ
SUNDRMBRAK,Sundaram Brake Linings Limited,INE073D01013,EQ
SUNDRMFAST,Sundram Fasteners Limited,INE387A01021,EQ
SUNDROP,Sundrop Brands Limited,INE209A01019,EQ
SUNFLAG,Sunflag Iron And Steel Company Limited,INE947A01014,EQ
SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01036,EQ
SUNTECK,Sunteck Realty Limited,INE805D01034,EQ
SUNTV,Sun TV Network Limited,INE424H01027,EQ
SUPERHOUSE,Superhouse Limited,INE712B01010,EQ
SUPERSPIN,Super Spinning Mills Limited,INE662A01027,EQ
SUPRAJIT,Suprajit Engineering Limited,INE399C01030,EQ
SUPREME,Supreme Holdings & Hospitality (India) Limited,INE822E01011,EQ
SUPREMEENG,Supreme Engineering Limited,INE319Z01021,BE
SUPREMEIND,Supreme Industries Limited,INE195A01028,EQ
SUPREMEINF,Supreme Infrastructure India Limited,INE550H01011,BZ
SUPRIYA,Supriya Lifescience Limited,INE07RO01027,EQ
SURAJEST,Suraj Estate Developers Limited,INE843S01025,EQ
SURAJLTD,Suraj Limited,INE713C01016,EQ
SURAKSHA,Suraksha Diagnostic Limited,INE877V01027,EQ
SURANASOL,Surana Solar Limited,INE272L01022,EQ
SURANAT&P,Surana Telecom and Power Limited,INE130B01031,EQ
SURYALAXMI,Suryalakshmi Cotton Mills Limited,INE713B01026,EQ
SURYAROSNI,Surya Roshni Limited,INE335A01020,EQ
SURYODAY,Suryoday Small Finance Bank Limited,INE428Q01011,EQ
SUTLEJTEX,Sutlej Textiles and Industries Limited,INE645H01027,BE
SUVEN,Suven Life Sciences Limited,INE495B01038,BE
SUVIDHAA,Suvidhaa Infoserve Limited,INE018401013,BE
SUYOG,Suyog Telematics Limited,INE442P01014,BE
SUZLON,Suzlon Energy Limited,INE040H01021,EQ
SVLL,Shree Vasu Logistics Limited,INE00CE01017,BE
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,INE308E01029,BE
SWANDEF,Swan Defence and Heavy Industries Limited,INE542F01020,BE
SWANENERGY,Swan Energy Limited,INE665A01038,EQ
SWARAJENG,Swaraj Engines Limited,INE277A01016,EQ
SWELECTES,Swelect Energy Systems Limited,INE409B01013,BE
SWIGGY,Swiggy Limited,INE00H001014,EQ
SWSOLAR,Sterling and Wilson Renewable Energy Limited,INE00M201021,EQ
SYMPHONY,Symphony Limited,INE225D01027,EQ
SYNCOMF,Syncom Formulations (India) Limited,INE312C01025,BE
SYNGENE,Syngene International Limited,INE398R01022,EQ
SYRMA,Syrma SGS Technology Limited,INE0DYJ01015,EQ
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,INE123C01018,EQ
TAJGVK,Taj GVK Hotels & Resorts Limited,INE586B01026,EQ
TAKE,Take Solutions Limited,INE142I01023,BE
TALBROAUTO,Talbros Automotive Components Limited,INE187D01029,EQ
TANLA,Tanla Platforms Limited,INE483C01032,EQ
TARACHAND,Tara Chand InfraLogistic Solutions Limited,INE555Z01020,BE
TARAPUR,Tarapur Transformers Limited,INE747K01017,BE
TARC,TARC Limited,INE0EK901012,EQ
TARIL,Transformers And Rectifiers (India) Limited,INE763I01026,EQ
TARMAT,Tarmat Limited,INE924H01018,EQ
TARSONS,Tarsons Products Limited,INE144Z01023,EQ
TASTYBITE,Tasty Bite Eatables Limited,INE488B01017,EQ
TATACHEM,Tata Chemicals Limited,INE092A01019,EQ
TATACOMM,Tata Communications Limited,INE151A01013,EQ
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,EQ
TATAELXSI,Tata Elxsi Limited,INE670A01012,EQ
TATAINVEST,Tata Investment Corporation Limited,INE672A01018,EQ
TATAMOTORS,Tata Motors Limited,INE155A01022,EQ
TATAPOWER,Tata Power Company Limited,INE245A01021,EQ
TATASTEEL,Tata Steel Limited,INE081A01020,EQ
TATATECH,Tata Technologies Limited,INE142M01025,EQ
TATVA,Tatva Chintan Pharma Chem Limited,INE0GK401011,EQ
TBOTEK,TBO Tek Limited,INE673O01025,EQ
TBZ,Tribhovandas Bhimji Zaveri Limited,INE760L01018,EQ
TCI,Transport Corporation of India Limited,INE688A01022,EQ
TCIEXP,TCI Express Limited,INE586V01016,EQ
TCIFINANCE,TCI Finance Limited,INE911B01018,BE
TCPLPACK,TCPL Packaging Limited,INE822C01015,EQ
TCS,Tata Consultancy Services Limited,INE467B01029,EQ
TDPOWERSYS,TD Power Systems Limited,INE419M01027,EQ
TEAMLEASE,Teamlease Services Limited,INE985S01024,EQ
TECHM,Tech Mahindra Limited,INE669C01036,EQ
TECHNOE,Techno Electric & Engineering Company Limited,INE285K01026,EQ
TECILCHEM,TECIL Chemicals and Hydro Power Limited,INE014B01011,BE
TEGA,Tega Industries Limited,INE011K01018,EQ
TEJASNET,Tejas Networks Limited,INE010J01012,EQ
TEMBO,Tembo Global Industries Limited,INE869Y01010,BE
TERASOFT,Tera Software Limited,INE482B01010,BE
TEXINFRA,Texmaco Infrastructure & Holdings Limited,INE435C01024,EQ
TEXMOPIPES,Texmo Pipes and Products Limited,INE141K01013,EQ
TEXRAIL,Texmaco Rail & Engineering Limited,INE621L01012,EQ
TFCILTD,Tourism Finance Corporation of India Limited,INE305A01015,EQ
TFL,Transwarranty Finance Limited,INE804H01012,BE
TGBHOTELS,TGB Banquets And Hotels Limited,INE797H01018,EQ
THANGAMAYL,Thangamayil Jewellery Limited,INE085J01014,EQ
THEINVEST,The Investment Trust Of India Limited,INE924D01017,EQ
THEJO,Thejo Engineering Limited,INE121N01019,EQ
THELEELA,Schloss Bangalore Limited,INE0AQ201015,EQ
THEMISMED,Themis Medicare Limited,INE083B01024,EQ
THERMAX,Thermax Limited,INE152A01029,EQ
THOMASCOOK,Thomas Cook  (India)  Limited,INE332A01027,EQ
THOMASCOTT,Thomas Scott (India) Limited,INE480M01011,EQ
THYROCARE,Thyrocare Technologies Limited,INE594H01019,EQ
TI,Tilaknagar Industries Limited,INE133E01013,EQ
TICL,Twamev Construction and Infrastructure Limited,INE388G01026,BE
TIIL,Technocraft Industries (India) Limited,INE545H01011,EQ
TIINDIA,Tube Investments of India Limited,INE974X01010,EQ
TIJARIA,Tijaria Polypipes Limited,INE440L01017,EQ
TIL,TIL Limited,INE806C01018,BE
TIMESGTY,Times Guaranty Limited,INE289C01025,EQ
TIMETECHNO,Time Technoplast Limited,INE508G01029,EQ
TIMKEN,Timken India Limited,INE325A01013,EQ
TINNARUBR,Tinna Rubber and Infrastructure Limited,INE015C01016,EQ
TIPSFILMS,Tips Films Limited,INE0LQS01015,EQ
TIPSMUSIC,Tips Music Limited,INE716B01029,EQ
TIRUMALCHM,Thirumalai Chemicals Limited,INE338A01024,EQ
TIRUPATIFL,Tirupati Forge Limited,INE319Y01024,BE
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,EQ
TITAN,Titan Company Limited,INE280A01028,EQ
TMB,Tamilnad Mercantile Bank Limited,INE668A01016,EQ
TNPETRO,Tamilnadu PetroProducts Limited,INE148A01019,EQ
TNPL,Tamil Nadu Newsprint & Papers Limited,INE107A01015,EQ
TNTELE,Tamilnadu Telecommunication Limited,INE141D01018,EQ
TOKYOPLAST,Tokyo Plast International Limited,INE932C01012,EQ
TOLINS,Tolins Tyres Limited,INE0RWQ01014,EQ
TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028,EQ
TORNTPOWER,Torrent Power Limited,INE813H01021,EQ
TOTAL,Total Transport Systems Limited,INE336X01012,EQ
TOUCHWOOD,Touchwood Entertainment Limited,INE486Y01013,EQ
TPHQ,Teamo Productions HQ Limited,INE065J01024,BE
TPLPLASTEH,TPL Plastech Limited,INE413G01022,EQ
TRACXN,Tracxn Technologies Limited,INE0HMF01019,EQ
TRANSRAILL,Transrail Lighting Limited,INE454P01035,EQ
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,INE757B01015,EQ
TREEHOUSE,Tree House Education & Accessories Limited,INE040M01013,BE
TREJHARA,TREJHARA SOLUTIONS LIMITED,INE00CA01015,EQ
TREL,Transindia Real Estate Limited,INE0O3901029,EQ
TRENT,Trent Limited,INE849A01020,EQ
TRF,TRF Limited,INE391D01019,EQ
TRIDENT,Trident Limited,INE064C01022,EQ
TRIGYN,Trigyn Technologies Limited,INE948A01012,EQ
TRITURBINE,Triveni Turbine Limited,INE152M01016,EQ
TRIVENI,Triveni Engineering & Industries Limited,INE256C01024,EQ
TRU,TruCap Finance Limited,INE615R01029,BE
TTKHLTCARE,TTK Healthcare Limited,INE910C01018,EQ
TTKPRESTIG,TTK Prestige Limited,INE690A01028,EQ
TTL,T T Limited,INE592B01024,BE
TTML,Tata Teleservices (Maharashtra) Limited,INE517B01013,BE
TVSELECT,TVS Electronics Limited,INE236G01019,BE
TVSHLTD,TVS Holdings Limited,INE105A01035,EQ
TVSMOTOR,TVS Motor Company Limited,INE494B01023,EQ
TVSSCS,TVS Supply Chain Solutions Limited,INE395N01027,EQ
TVSSRICHAK,TVS Srichakra Limited,INE421C01016,EQ
TVTODAY,TV Today Network Limited,INE038F01029,EQ
TVVISION,TV Vision Limited,INE871L01013,BE
UBL,United Breweries Limited,INE686F01025,EQ
UCAL,UCAL LIMITED,INE139B01016,EQ
UCOBANK,UCO Bank,INE691A01018,EQ
UDAICEMENT,Udaipur Cement Works Limited,INE225C01029,EQ
UDS,Updater Services Limited,INE851I01011,EQ
UEL,Ujaas Energy Limited,INE899L01030,BE
UFLEX,UFLEX Limited,INE516A01017,EQ
UFO,UFO Moviez India Limited,INE527H01019,EQ
UGARSUGAR,The Ugar Sugar Works Limited,INE071E01023,EQ
UGROCAP,Ugro Capital Limited,INE583D01011,EQ
UJJIVANSFB,Ujjivan Small Finance Bank Limited,INE551W01018,EQ
ULTRACEMCO,UltraTech Cement Limited,INE481G01011,EQ
UMAEXPORTS,Uma Exports Limited,INE0GIU01018,EQ
UMANGDAIRY,Umang Dairies Limited,INE864B01027,EQ
UMESLTD,Usha Martin Education & Solutions Limited,INE240C01028,EQ
UMIYA-MRO,UMIYA BUILDCON LIMITED,INE398B01018,EQ
UNICHEMLAB,Unichem Laboratories Limited,INE351A01035,EQ
UNIDT,United Drilling Tools Limited,INE961D01019,EQ
UNIECOM,Unicommerce Esolutions Limited,INE00U401027,EQ
UNIENTER,Uniphos Enterprises Limited,INE037A01022,EQ
UNIINFO,Uniinfo Telecom Services Limited,INE481Z01011,BE
UNIMECH,Unimech Aerospace and Manufacturing Limited,INE0U3I01011,BE
UNIONBANK,Union Bank of India,INE692A01016,EQ
UNIPARTS,Uniparts India Limited,INE244O01017,EQ
UNITDSPR,United Spirits Limited,INE854D01024,EQ
UNITECH,Unitech Limited,INE694A01020,BZ
UNITEDPOLY,United Polyfab Gujarat Limited,INE368U01029,EQ
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,INE458F01011,EQ
UNIVAFOODS,Univa Foods Limited,INE275F01019,BE
UNIVASTU,Univastu India Limited,INE562X01013,EQ
UNIVCABLES,Universal Cables Limited,INE279A01012,EQ
UNIVPHOTO,Universus Photo Imagings Limited,INE03V001013,EQ
UNOMINDA,UNO Minda Limited,INE405E01023,EQ
UPL,UPL Limited,INE628A01036,EQ
URAVIDEF,Uravi Defence and Technology Limited,INE568Z01015,BE
URJA,Urja Global Limited,INE550C01020,EQ
USHAMART,Usha Martin Limited,INE228A01035,EQ
USK,Udayshivakumar Infra Limited,INE0N0Y01013,EQ
UTIAMC,UTI Asset Management Company Limited,INE094J01016,EQ
UTKARSHBNK,Utkarsh Small Finance Bank Limited,INE735W01017,EQ
UTTAMSUGAR,Uttam Sugar Mills Limited,INE786F01031,EQ
UYFINCORP,U. Y. Fincorp Limited,INE152C01025,EQ
V2RETAIL,V2 Retail Limited,INE945H01013,EQ
VADILALIND,Vadilal Industries Limited,INE694D01016,EQ
VAIBHAVGBL,Vaibhav Global Limited,INE884A01027,EQ
VAISHALI,Vaishali Pharma Limited,INE972X01022,EQ
VAKRANGEE,Vakrangee Limited,INE051B01021,BE
VALIANTLAB,Valiant Laboratories Limited,INE0JWS01017,EQ
VALIANTORG,Valiant Organics Limited,INE565V01010,BE
VARDHACRLC,Vardhman Acrylics Limited,INE116G01013,EQ
VARDMNPOLY,Vardhman Polytex Limited,INE835A01029,EQ
VARROC,Varroc Engineering Limited,INE665L01035,EQ
VASCONEQ,Vascon Engineers Limited,INE893I01013,EQ
VASWANI,Vaswani Industries Limited,INE590L01019,EQ
VBL,Varun Beverages Limited,INE200M01039,EQ
VCL,Vaxtex Cotfab Limited,INE098201036,BE
VEDL,Vedanta Limited,INE205A01025,EQ
VEEDOL,Veedol Corporation Limited,INE484C01030,EQ
VENKEYS,Venky's (India) Limited,INE398A01010,EQ
VENTIVE,Ventive Hospitality Limited,INE781S01027,EQ
VENUSPIPES,Venus Pipes & Tubes Limited,INE0JA001018,EQ
VENUSREM,Venus Remedies Limited,INE411B01019,BE
VERANDA,Veranda Learning Solutions Limited,INE0IQ001011,EQ
VERTOZ,Vertoz Limited,INE188Y01023,BE
VESUVIUS,Vesuvius India Limited,INE386A01023,EQ
VETO,Veto Switchgears And Cables Limited,INE918N01018,EQ
VGUARD,V-Guard Industries Limited,INE951I01027,EQ
VHL,Vardhman Holdings Limited,INE701A01023,EQ
VHLTD,Viceroy Hotels Limited,INE048C01025,BE
VIDHIING,Vidhi Specialty Food Ingredients Limited,INE632C01026,EQ
VIJAYA,Vijaya Diagnostic Centre Limited,INE043W01024,EQ
VIJIFIN,Viji Finance Limited,INE159N01027,EQ
VIKASECO,Vikas EcoTech Limited,INE806A01020,EQ
VIKASLIFE,Vikas Lifecare Limited,INE161L01027,EQ
VIMTALABS,Vimta Labs Limited,INE579C01029,EQ
VINATIORGA,Vinati Organics Limited,INE410B01037,EQ
VINCOFE,Vintage Coffee And Beverages Limited,INE498Q01014,EQ
VINDHYATEL,Vindhya Telelinks Limited,INE707A01012,EQ
VINEETLAB,Vineet Laboratories Limited,INE505Y01010,BE
VINNY,Vinny Overseas Limited,INE01KI01027,BE
VINYLINDIA,Vinyl Chemicals (India) Limited,INE250B01029,BE
VIPCLOTHNG,VIP Clothing Limited,INE450G01024,EQ
VIPIND,VIP Industries Limited,INE054A01027,EQ
VIPULLTD,Vipul Limited,INE946H01037,BE
VIRINCHI,Virinchi Limited,INE539B01017,EQ
VISAKAIND,Visaka Industries Limited,INE392A01021,EQ
VISASTEEL,Visa Steel Limited,INE286H01012,BE
VISHNU,Vishnu Chemicals Limited,INE270I01022,EQ
VISHWARAJ,Vishwaraj Sugar Industries Limited,INE430N01022,EQ
VIVIDHA,Visagar Polytex Limited,INE370E01029,EQ
VLEGOV,VL E-Governance & IT Solutions Limited,INE03HW01020,BE
VLSFINANCE,VLS Finance Limited,INE709A01018,EQ
VMART,V-Mart Retail Limited,INE665J01013,EQ
VMM,Vishal Mega Mart Limited,INE01EA01019,EQ
VOLTAMP,Voltamp Transformers Limited,INE540H01012,EQ
VOLTAS,Voltas Limited,INE226A01021,EQ
VPRPL,Vishnu Prakash R Punglia Limited,INE0AE001013,EQ
VRAJ,Vraj Iron and Steel Limited,INE0S2V01010,EQ
VRLLOG,VRL Logistics Limited,INE366I01010,EQ
VSSL,Vardhman Special Steels Limited,INE050M01012,EQ
VSTIND,VST Industries Limited,INE710A01016,EQ
VSTL,Vibhor Steel Tubes Limited,INE0QTF01015,EQ
VSTTILLERS,V.S.T Tillers Tractors Limited,INE764D01017,EQ
VTL,Vardhman Textiles Limited,INE825A01020,EQ
WAAREEENER,Waaree Energies Limited,INE377N01017,EQ
WAAREEINDO,Indosolar Limited,INE866K01023,BE
WAAREERTL,Waaree Renewable Technologies Limited,INE299N01021,EQ
WABAG,VA Tech Wabag Limited,INE956G01038,EQ
WALCHANNAG,Walchandnagar Industries Limited,INE711A01022,BE
WANBURY,Wanbury Limited,INE107F01022,BE
WCIL,Western Carriers (India) Limited,INE0CJF01024,EQ
WEALTH,Wealth First Portfolio Managers Limited,INE658T01017,EQ
WEBELSOLAR,Websol Energy System Limited,INE855C01015,EQ
WEIZMANIND,Weizmann Limited,INE080A01014,EQ
WEL,Wonder Electricals Limited,INE02WG01024,EQ
WELCORP,Welspun Corp Limited,INE191B01025,EQ
WELENT,Welspun Enterprises Limited,INE625G01013,EQ
WELINV,Welspun Investments and Commercials Limited,INE389K01018,BE
WELSPUNLIV,Welspun Living Limited,INE192B01031,EQ
WENDT,Wendt (India) Limited,INE274C01019,EQ
WESTLIFE,WESTLIFE FOODWORLD LIMITED,INE274F01020,EQ
WEWIN,WE WIN LIMITED,INE082W01014,EQ
WHEELS,Wheels India Limited,INE715A01015,EQ
WHIRLPOOL,Whirlpool of India Limited,INE716A01013,EQ
WILLAMAGOR,Williamson Magor & Company Limited,INE210A01017,EQ
WINDLAS,Windlas Biotech Limited,INE0H5O01029,EQ
WINDMACHIN,Windsor Machines Limited,INE052A01021,EQ
WINSOME,Winsome Yarns Limited,INE784B01035,BZ
WIPL,The Western India Plywoods Limited,INE215F01023,EQ
WIPRO,Wipro Limited,INE075A01022,EQ
WOCKPHARMA,Wockhardt Limited,INE049B01025,EQ
WONDERLA,Wonderla Holidays Limited,INE066O01014,EQ
WORTH,Worth Peripherals Limited,INE196Y01018,EQ
WSI,W S Industries (I) Limited,INE100D01014,BE
WSTCSTPAPR,West Coast Paper Mills Limited,INE976A01021,EQ
XCHANGING,Xchanging Solutions Limited,INE692G01013,EQ
XELPMOC,Xelpmoc Design And Tech Limited,INE01P501012,EQ
XPROINDIA,Xpro India Limited,INE445C01015,EQ
XTGLOBAL,Xtglobal Infotech Limited,INE547B01028,EQ
YAARI,Yaari Digital Integrated Services Limited,INE126M01010,BE
YASHO,Yasho Industries Limited,INE616Z01012,EQ
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,INE0JO301016,EQ
YATRA,Yatra Online Limited,INE0JR601024,EQ
YESBANK,Yes Bank Limited,INE528G01035,EQ
YUKEN,Yuken India Limited,INE384C01016,EQ
ZAGGLE,Zaggle Prepaid Ocean Services Limited,INE07K301024,EQ
ZEEL,Zee Entertainment Enterprises Limited,INE256A01028,EQ
ZEELEARN,Zee Learn Limited,INE565L01011,BE
ZEEMEDIA,Zee Media Corporation Limited,INE966H01019,EQ
ZENITHEXPO,Zenith Exports Limited,INE058B01018,EQ
ZENITHSTL,Zenith Steel Pipes & Industries Limited,INE318D01020,EQ
ZENSARTECH,Zensar Technologies Limited,INE520A01027,EQ
ZENTEC,Zen Technologies Limited,INE251B01027,EQ
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,INE342J01019,EQ
ZIMLAB,Zim Laboratories Limited,INE518E01015,EQ
ZODIAC,Zodiac Energy Limited,INE761Y01019,BE
ZODIACLOTH,Zodiac Clothing Company Limited,INE206B01013,EQ
ZOTA,Zota Health Care LImited,INE358U01012,EQ
ZUARI,Zuari Agro Chemicals Limited,INE840M01016,EQ
ZUARIIND,ZUARI INDUSTRIES LIMITED,INE217A01012,EQ
ZYDUSLIFE,Zydus Lifesciences Limited,INE010B01027,EQ
ZYDUSWELL,Zydus Wellness Limited,INE768C01010,EQ
